transcript	gene	chr	n_exons	tx_start	tx_end	bp	mu_syn	mu_mis	mu_lof	n_syn	n_mis	n_lof	exp_syn	exp_mis	exp_lof	syn_z	mis_z	lof_z	pLI
ENST00000541806.1	CLDN2	X	1	106171458	106172151	693	2.40563798973e-06	5.77019784937e-06	2.94937428004e-07	20	31	0	19.12814	45.3614338	2.67112741	-0.123583315127943	1.0429674846974	1.61896314188672	0.605106671731875
ENST00000355016.3	H2BFM	X	2	103294543	103295431	465	2.91744282572e-06	6.75830359844e-06	4.55101360863e-07	22	50	1	12.1948144334	27.4659988531	2.3580793002	-1.74067603094814	-2.10308622573394	0.876063539717041	0.186492116512072
ENST00000372582.1	IL1RAPL2	X	10	103903594	105011654	2061	6.38246342319e-06	1.68790447227e-05	1.4865181572e-06	48	87	1	53.478882	135.3201496	15.30546801	0.464461923133359	2.03171654542843	3.62216632976149	0.973379475963156
ENST00000276185.4	FRMPD3	X	16	106765679	106846603	5433	2.2767337797e-05	5.81675392617e-05	4.3375266679e-06	164	390	6	155.804880684	390.526554942	33.9395920371	-0.407017596453135	0.0130338282773077	4.75068727833857	0.910767889845881
ENST00000262844.5	AMMECR1	X	6	109441747	109561299	1002	6.54620213445e-06	1.26645746598e-05	8.49084270086e-07	31	46	0	38.939376562	78.9015394228	7.50452736512	0.788753861437102	1.8117149745585	2.71363451912297	0.910792997313756
ENST00000262843.6	MID2	X	10	107069656	107170303	2208	7.7641164016e-06	2.11062958712e-05	1.77129917599e-06	58	124	1	63.627745185	166.967317627	16.8844613566	0.437382079551343	1.62644298876205	3.82929317546896	0.985076414331709
ENST00000218006.2	GUCY2F	X	18	108619127	108719165	3327	1.19030932764e-05	3.14997650466e-05	2.88855122956e-06	108	269	13	98.2434519118	249.231663117	28.9283318989	-0.610230537537459	-0.612468964451561	2.9335824851861	1.51652106018158e-05
ENST00000340800.2	ACSL4	X	14	108887257	108926715	2136	6.66937840296e-06	1.73817387723e-05	1.9453583878e-06	57	92	1	56.9448017626	140.186644349	20.2825670442	-0.00453483509508304	1.99062520726859	4.24124223248623	0.995767650409894
ENST00000415430.3	VSIG1	X	8	107288360	107320611	1272	6.04564213341e-06	1.22809339438e-05	1.03172275872e-06	53	85	5	43.7619342458	86.995664916	9.78012383547	-0.86573000117727	0.104653609178274	1.51410743744131	0.00569224987252447
ENST00000372216.4	COL4A6	X	45	107400229	107682601	5076	2.02674695372e-05	4.59436631147e-05	4.46730089498e-06	157	352	8	166.955589915	359.176125013	49.1142148489	0.477657296917032	0.185204359418959	5.81136417209472	0.990988266205785
ENST00000372232.3	ATG4A	X	13	107335056	107396942	1197	3.9307829555e-06	9.96138233283e-06	1.1897237136e-06	26	62	0	33.9595359992	78.4721163799	13.2734744479	0.846752556222772	0.909511704272574	3.60895884160666	0.988883246902227
ENST00000372073.1	TMEM164	X	6	109247002	109416679	894	4.32189141806e-06	9.66468925481e-06	5.56429937804e-07	30	35	0	35.926646	77.5841577	6.56755446	0.612985753471998	2.36471090726277	2.53858388641114	0.877400449225457
ENST00000328300.6	COL4A5	X	53	107683355	107939608	5076	1.69428330951e-05	4.37164276236e-05	4.18323178264e-06	138	287	5	139.935002191	333.987624519	48.4872597434	0.101406846625109	1.2575769421799	6.1863988998709	0.999918348283007
ENST00000465301.2	RGAG1	X	2	109693845	109698549	4167	1.49486121713e-05	3.62547273303e-05	1.43858533663e-06	121	337	1	117.296524	283.4191263	11.9596047	-0.211991919516578	-1.55672522780149	3.13925200973758	0.912655333274139
ENST00000372435.4	PRPS1	X	7	106871858	106893262	957	3.48851143736e-06	9.46449108286e-06	4.91494552996e-07	32	8	0	29.800347	76.3947313	6.43277301	-0.249799938018521	3.82743111549733	2.51240012310544	0.871770724918057
ENST00000302917.1	TEX13B	X	2	107224309	107225357	939	4.48054046059e-06	9.37470685181e-06	5.86746380351e-07	32	60	3	35.67756	73.8371092	5.31786207	0.381690747319263	0.787634081379029	0.995654936082904	0.0252280353289702
ENST00000372101.2	KCNE1L	X	1	108867820	108868249	429	4.35258238537e-06	7.91584582681e-06	2.32768940766e-07	14	37	3	25.7563359299596	46.6135641241711	1.64139967398504	1.43608296362247	0.688722900393343	-1.05044725459414	0.00293259907908555
ENST00000372054.1	GNG5P2	X	1	109589930	109590137	207	1.08287902821e-06	2.03393961796e-06	7.30423402758e-08	9	22	0	6.57181145343332	12.1003726422939	0.70158435431312	-0.587204564278133	-1.39198994856876	0.829716303440279	0.38481704945863
ENST00000372129.2	IRS4	X	1	107975800	107979574	3774	2.27948171768e-05	4.71724106809e-05	1.96498573069e-06	145	261	3	178.1015	368.1722081	15.69240467	1.53767071331852	2.73195212093013	3.17386786511927	0.609434374357404
ENST00000509000.2	NCBP2L	X	1	107037450	107037912	462	1.50043459531e-06	4.40829165527e-06	1.63879490581e-07	17	40	1	11.0270799485431	31.7398805724649	1.50672765976955	-1.11507959252643	-0.71713370397661	0.408928062927211	0.129669930064103
ENST00000218004.1	NXT2	X	5	108779111	108785917	594	2.02487370319e-06	5.39969998534e-06	4.21247679554e-07	15	26	0	16.0418812377	40.2147657784	4.70351835302	0.161264779531451	1.09638601908502	2.14833051913072	0.777280517968738
ENST00000372383.4	TSC22D3	X	3	106957748	107018649	603	3.25364498763e-06	7.02743790254e-06	4.58302181172e-07	24	43	0	26.2445800883	55.4806071311	4.62238553913	0.271621902279954	0.819561743669122	2.12972141288194	0.771725904530727
ENST00000217958.3	PSMD10	X	5	107328203	107334750	681	2.57929618273e-06	5.75035633551e-06	3.79447953329e-07	19	36	1	21.968216	46.6928005	4.81611829	0.392598039110207	0.765390238273069	1.72251463630071	0.403603163193442
ENST00000371959.3	AMOT	X	11	112021794	112066354	3255	1.26987381355e-05	3.28031296799e-05	2.62849592085e-06	70	156	1	76.0931769087	183.208994468	17.6403175387	0.433032619056266	0.983231123890002	3.92462494900034	0.988710202830408
ENST00000394780.3	ALG13	X	27	110924446	111003227	3414	1.2597557347e-05	3.02107421167e-05	2.86108574031e-06	98	202	2	91.3800712118	204.854199427	26.1946258027	-0.429316020638641	0.0975390270561776	4.68276662060521	0.997582959543471
ENST00000371906.4	AGTR2	X	1	115303533	115304625	1092	3.65381329413e-06	9.58831870859e-06	4.57676108706e-07	32	77	3	28.8601	75.1311136	3.93999212	-0.362340048563657	-0.105460614990402	0.469100809901627	0.0125489579921142
ENST00000317135.8	LRCH2	X	21	114347778	114468604	2298	9.40447327574e-06	2.1364627645e-05	2.71602154175e-06	34	67	2	38.6923052455	89.5833842012	16.4638897654	0.467653119532244	1.16705591923918	3.53108884184322	0.915538078544407
ENST00000449327.1	RP1-241P17.4	X	1	114953261	114953549	288	1.4721489676e-06	2.84004986561e-06	3.31441082441e-07	3	13	2	10.7955314538789	20.5121006578719	2.69277871979585	1.47086600129883	0.811283653069633	0.418199850561293	0.0410971894979147
ENST00000340433.2	ZCCHC16	X	1	111697956	111698889	933	3.11003069879e-06	7.88669196432e-06	6.36931529678e-07	25	86	5	24.62026	61.8636213	5.33763663	-0.0474448942790633	-1.50096623289031	0.144765374125528	0.000561724706329207
ENST00000276198.1	HTR2C	X	4	113961345	114141978	1377	6.89693413945e-06	1.54960129507e-05	8.21364623464e-07	43	97	3	54.6830412757	121.357932728	7.71483943602	0.979442562223736	1.08148937635811	1.68148550056172	0.0689152859314493
ENST00000338081.3	DCX	X	7	110544914	110654202	1326	5.0846663338e-06	1.36703983001e-05	1.04730947261e-06	37	45	1	41.7927246855	107.925680719	10.6151497674	0.459601248073914	2.96266186700019	2.92336261953298	0.863196407367064
ENST00000539496.1	KLHL13	X	8	117032870	117119243	1977	7.02973370542e-06	1.86354131911e-05	1.51732384003e-06	60	87	2	54.1005592288	139.104745127	12.7827333951	-0.497232350164077	2.16083911769871	2.98749169265085	0.731977363371556
ENST00000360648.4	PAK3	X	16	110366331	110463675	1743	5.64517882822e-06	1.5012519384e-05	1.63250020564e-06	46	36	1	46.543046054	115.582777308	17.2595755412	0.0493471236665006	3.62067100506279	3.87689268084981	0.987004716625695
ENST00000324068.1	CAPN6	X	12	110489804	110507164	1926	6.19489937002e-06	1.86398543582e-05	1.59585603657e-06	55	111	1	52.5444793064	149.20691719	16.7872389877	-0.210004888279761	1.52990267912642	3.81686033093398	0.984532250609268
ENST00000371900.4	SLC6A14	X	14	115567877	115590121	1929	6.45127467021e-06	1.60299934741e-05	1.63567689652e-06	60	93	1	52.9693290587	124.983580878	17.0759938863	-0.598871907249971	1.39932078212611	3.85367062535436	0.986093843050961
ENST00000371936.1	IL13RA2	X	9	114238642	114251832	1143	3.93757547419e-06	9.76172799153e-06	1.15285104347e-06	30	72	8	33.3020987332	77.810408289	11.9581850709	0.354734847887154	0.322184302766384	1.13384368821906	7.6423500941326e-05
ENST00000262839.2	TRPC5	X	10	111019540	111195648	2922	1.04286193142e-05	2.73122513116e-05	2.00259992185e-06	97	109	1	84.7115605177	215.840567953	19.186274111	-0.827703570941185	3.55701914720163	4.11280428980884	0.993636098486069
ENST00000372042.1	CHRDL1	X	11	109919458	110035409	1377	4.85825409091e-06	1.29370884848e-05	1.50137766991e-06	48	86	5	41.7527285905	104.467753064	15.6555133461	-0.599373159892892	0.883772382881699	2.66765963724	0.0536284936083553
ENST00000371894.4	CXorf61	X	2	115592907	115594017	342	1.26633148716e-06	3.3589199495e-06	2.2616195144e-07	6	29	1	10.61655	26.932349	2.50640561	0.878365544247649	-0.194875105552295	0.942553331209649	0.197556339925321
ENST00000371920.3	LUZP4	X	4	114524325	114541369	942	3.09632340223e-06	8.11435204803e-06	7.23648198703e-07	27	84	6	25.0685769196	63.5455098894	7.05028821812	-0.239144990513144	-1.25505479957451	0.391827295634098	0.00022131712724778
ENST00000420625.2	PLS3	X	15	114844562	114883881	1893	6.39189203096e-06	1.56722128528e-05	1.59397607066e-06	59	68	1	54.392962698	125.57694178	17.4354415445	-0.387257739192512	2.51310056333043	3.89901270308906	0.987821982614245
ENST00000371968.3	LHFPL1	X	3	111874647	111914618	663	2.14356263153e-06	6.11258606214e-06	3.4577943136e-07	19	52	2	17.827793	48.7740499	3.81057353	-0.172110004271249	-0.225933004100216	0.918778219900074	0.0706474575332219
ENST00000402510.2	KIAA1210	X	14	118215291	118284542	5130	1.64804046907e-05	4.12075105105e-05	3.45714491119e-06	147	391	8	127.963417818	312.756141115	30.3865467508	-1.04326811048479	-2.16403368150485	4.02287093283214	0.090793121231346
ENST00000371558.2	UBE2A	X	6	118708674	118717218	459	2.14678352768e-06	5.70918464902e-06	3.91076465066e-07	11	5	0	18.0020247587	42.6727051813	5.02342332862	1.02308612396774	2.82077326856823	2.22018706315648	0.798143753788149
ENST00000371437.4	NDUFA1	X	3	119005874	119010497	213	1.15855944996e-06	2.50149742685e-06	1.692326952e-07	7	11	0	10.147775	20.6185872	2.43404807	0.612586116277606	1.03609222150851	1.5454475203521	0.580718048098361
ENST00000371410.3	NKAP	X	9	119059182	119077568	1248	5.57736713679e-06	1.4885742884e-05	1.66488208816e-06	29	66	0	42.4719736831	109.061496426	15.7170711445	1.28153176162237	2.01683287949313	3.92713188630636	0.99551390816983
ENST00000276201.2	UPF3B	X	11	118968840	118986891	1452	4.64328594402e-06	1.35178270558e-05	1.75233029353e-06	48	82	2	39.1481828355	106.576375633	17.1664173235	-0.877053896134917	1.16440541131748	3.62604220736426	0.933766901129754
ENST00000217971.7	PGRMC1	X	3	118370326	118377217	588	5.17968426779e-06	8.95297470665e-06	2.53210614611e-07	25	43	0	34.3815613054	59.0853306705	2.84426393265	0.991885919019885	1.02354421700309	1.67060833977991	0.622396927421126
ENST00000371594.4	CXorf56	X	7	118673689	118699318	669	2.75069377705e-06	7.36882848128e-06	7.06815997209e-07	10	18	0	23.7803251586	59.5687440107	8.03580618772	1.7518629896064	2.63435366651793	2.8080472718998	0.925801506265085
ENST00000371628.3	LONRF3	X	11	118108743	118151653	2280	1.38919972943e-05	2.87286943866e-05	2.20472142031e-06	75	119	5	86.6844058967	181.513784705	18.753372311	0.778011008558365	2.26953855901318	3.14600416646093	0.15337758764681
ENST00000217909.7	SLC25A43	X	5	118533366	118587028	1026	5.91461469386e-06	1.20149063269e-05	1.01451507486e-06	19	50	3	24.169071	52.6109867	7.03849749	0.651826447281005	0.176069218019023	1.5078893881525	0.0529550244704604
ENST00000343984.5	SEPT6	X	10	118752724	118827068	1305	6.58108876931e-06	1.37941916097e-05	1.34998272409e-06	44	66	1	52.6335228906	106.267623487	13.5002683067	0.737744674341255	1.91060896092106	3.37006137899282	0.948998031817981
ENST00000254029.3	WDR44	X	20	117480466	117582950	2742	9.54946895376e-06	2.33385078654e-05	2.30166097884e-06	69	111	0	80.0519954866	185.175606984	24.7125860093	0.765780395439738	2.66615637133598	4.92434900066552	0.999844185847999
ENST00000361575.3	RPL39	X	3	118920646	118925539	156	3.94285493573e-07	1.47115762113e-06	2.47596453743e-07	0	2	0	4.0436362024	12.3135577162	2.82184437364	1.2466240140164	1.43758402899091	1.66401100186515	0.620183578382466
ENST00000371442.2	RNF113A	X	1	119004544	119005576	1032	6.06369879957e-06	1.41550891345e-05	6.48272713352e-07	30	51	0	47.64984	110.7379764	5.42606335	1.58511033441252	2.77663493743623	2.30744898904577	0.822115117314938
ENST00000276202.7	DOCK11	X	53	117629934	117819770	6222	2.15701783396e-05	5.41397563953e-05	5.7454312143e-06	172	341	10	177.568366499	417.905591936	62.0924912951	0.259058039821564	1.84007422436881	6.54855181661764	0.998084519073803
ENST00000343905.3	SOWAHD	X	1	118892630	118893578	948	9.95045660107e-06	1.8075609733e-05	2.89670850627e-07	26	41	0	44.239885923044	80.1922833164514	1.49258218649879	1.70006156000376	2.14067498833081	1.21020458178193	0.477013933457323
ENST00000371431.3	AKAP14	X	5	119037186	119054570	594	2.39318336146e-06	5.62035251386e-06	7.06640469604e-07	19	31	1	20.0707979575	44.9069068523	7.19450390857	0.148175189671206	1.01505724051694	2.28768277334145	0.633383828487056
ENST00000542113.1	NKRF	X	3	118723314	118737453	2118	7.37199525438e-06	1.97854937559e-05	1.15246264799e-06	47	79	0	57.775834	153.1395183	9.49869437	0.878874918767039	2.93037018847678	3.05296370639145	0.955812168094543
ENST00000310164.2	ZCCHC12	X	1	117959207	117960416	1209	5.14413300395e-06	1.31785284476e-05	6.0474695667e-07	42	70	2	40.48004	103.1237917	5.08669585	-0.148102080548482	1.59542747933287	1.35570642263612	0.119948128767607
ENST00000317881.8	SLC25A5	X	4	118602478	118605021	897	4.42506660077e-06	1.07469978299e-05	6.17241859355e-07	24	25	0	33.9501920654	81.9230377326	6.12087475573	1.05866791796946	3.07610748591019	2.45073553575523	0.857861936540947
ENST00000371666.3	IL13RA1	X	11	117861601	117925817	1284	5.43220362068e-06	1.19950057679e-05	1.11187684554e-06	25	80	0	33.5072918474	79.2244882985	11.5696683529	0.911110409969719	-0.0426161424408688	3.36938143635825	0.97917160586094
ENST00000371311.3	CT47B1	X	2	120007749	120009524	900	7.73142563397e-06	1.25902419526e-05	4.52944506475e-07	58	153	1	61.024537	98.9084513	4.27461678	0.240025015688147	-2.6602913186862	1.56892286787893	0.351018055014695
ENST00000371315.3	MCTS1	X	6	119738708	119746119	549	1.38160517254e-06	3.98593545331e-06	5.1126151593e-07	8	10	0	12.1394610095	31.2885903924	5.47805082102	0.736535087650856	1.86153116505118	2.31847666123462	0.825030345869128
ENST00000309720.5	TMEM255A	X	10	119394724	119445164	1050	4.6371085319e-06	1.07847698639e-05	8.53119121958e-07	35	90	2	37.1364184938	82.2205889109	9.79253480038	0.217338168884589	-0.41963608941447	2.46672578579268	0.469576565727473
ENST00000371388.3	RHOXF2	X	4	119292656	119297693	867	5.63306687931e-06	1.01801847686e-05	5.55469686168e-07	4	0	0	22.2726714807	37.2989498239	2.55206452136	2.40029899262871	2.98720317103179	1.58247026628792	0.592958781555666
ENST00000218008.3	ATP1B4	X	8	119496023	119513489	1074	4.38619909279e-06	1.05709095413e-05	1.17878347693e-06	41	86	6	37.171085	85.3929307	12.16304361	-0.389334729021866	-0.0321324837249645	1.75050677018041	0.00278062464065032
ENST00000434600.2	LAMP2	X	9	119562338	119603024	1236	4.03301011088e-06	1.04565085681e-05	7.98102942568e-07	32	73	0	33.3952077848	80.5155261386	9.1412915877	0.149674196734248	0.409671959767388	2.99497694638455	0.949783835469488
ENST00000326624.2	ZBTB33	X	1	119387270	119389289	2019	6.87671781111e-06	1.74475086903e-05	8.48138260589e-07	51	107	0	53.98891	136.4087944	6.98440446	0.252179635950616	1.23160816960134	2.61790793256166	0.893444537354356
ENST00000404115.3	CUL4B	X	21	119660615	119708472	2742	9.15268889621e-06	2.23320515586e-05	2.40775278195e-06	66	68	0	75.0643070819	171.883014628	24.755704309	0.64858583931976	3.87564934736115	4.92864228162213	0.99984667801374
ENST00000304661.5	C1GALT1C1	X	1	119760064	119761021	957	2.67335750335e-06	7.68267330934e-06	4.08772329704e-07	27	53	0	21.21554	60.2728964	3.55869187	-0.778547784365194	0.458208386544166	1.86867981246667	0.688732363511784
ENST00000217999.2	RHOXF1	X	3	119243149	119249772	555	4.16156458671e-06	8.30505186564e-06	5.85522089668e-07	25	61	0	32.9395124972	64.4480418545	5.50634336945	0.8575996088837	0.210079620018343	2.32445596549724	0.826599973903155
ENST00000371402.2	RHOXF2B	X	4	119206480	119211517	867	5.62987249271e-06	1.00012094732e-05	5.58390248787e-07	1	1	0	19.0525519398	31.0597322737	2.39738354891	2.56396155211604	2.63816968439894	1.53376383830379	0.576875870835534
ENST00000422452.2	TENM1	X	32	123514385	124097602	8199	3.12255210486e-05	7.73616592298e-05	6.4676715067e-06	281	443	6	252.592355447	608.796166215	60.8418221341	-1.10808705681209	3.28666205431865	6.96466867699818	0.999995817016826
ENST00000356892.3	SASH3	X	8	128914073	128927808	1143	6.03280985767e-06	1.26809879961e-05	1.13119013172e-06	55	70	1	46.8020167873	95.6667583948	11.3152447205	-0.742889054116192	1.28353279104224	3.037646633876	0.891377604908222
ENST00000307484.6	APLN	X	2	128782602	128788607	234	1.44624768942e-06	3.52586734975e-06	1.27434875262e-07	7	16	0	4.71628087976	12.1434338401	0.638762047188	-0.651916946572123	-0.541311083968087	0.791697418607842	0.377456159057367
ENST00000371199.3	XIAP	X	6	123019512	123041031	1494	4.2932883274e-06	1.22041592093e-05	1.2401236466e-06	38	89	0	34.9138283159	95.4514852491	11.583685957	-0.323795292128732	0.322987081134144	3.37142230811856	0.979278387329643
ENST00000371106.3	XPNPEP2	X	21	128873189	128902461	2025	9.19364250991e-06	2.14201806498e-05	2.23495129621e-06	83	188	13	72.3698004238	160.202598612	23.1585231019	-0.774661996455827	-1.07420173573118	2.09105192803004	1.69204692246069e-06
ENST00000538699.1	DCAF12L2	X	1	125298515	125299907	1392	1.0660731527e-05	2.03025053136e-05	7.12523659046e-07	62	110	2	83.49264	158.6690727	5.92702487	1.4581933658147	1.88983342751021	1.5978462709091	0.162975821797611
ENST00000328078.1	GLUD2	X	1	120181538	120183215	1677	8.68517203201e-06	2.00077010172e-05	4.43737207552e-07	53	99	2	68.08933	156.3704553	3.83131128	1.13365228678548	2.24402480585855	0.926783204261858	0.0713078915604148
ENST00000371126.1	DCAF12L1	X	1	125685199	125686591	1392	1.12781796317e-05	2.05884653019e-05	6.11206853414e-07	76	76	0	88.30687	160.8986872	5.13706334	0.811895028668247	3.27371761157263	2.24515918644733	0.805163159874703
ENST00000245838.8	THOC2	X	38	122744786	122866872	4782	1.51787086136e-05	3.93361419259e-05	4.27963956004e-06	125	108	0	126.994269837	307.905030801	44.9431141499	0.109710415030893	5.57226447266995	6.64081304127647	0.999999919330809
ENST00000371139.4	SH2D1A	X	4	123480492	123505241	387	1.78075254531e-06	3.69338729976e-06	3.55408455645e-07	9	10	2	15.1594621005	29.9059786543	4.16681217687	0.980731701965271	1.78041381729344	1.05149948679877	0.0826088107933548
ENST00000371113.4	OCRL	X	24	128674416	128724247	2706	9.36029445708e-06	2.60264846708e-05	3.07398535646e-06	74	119	1	75.6780490227	203.200984282	30.8482811219	0.119582980997149	2.88915473432799	5.32345454975763	0.999918298029263
